OBJECTID,FIPS,PASSENGER,STRACNET,CARTO,Rail_Type,Rail_Type_Description,RROwner,RR_OPERATOR,Subdivision,Division,SIGSYS,Track Rights 1,Track Rights 2,Track Rights 3,Yard Name,Max Weight (lbs),Clearance (TOFC),Clearance (COFC),Clearance (Autorack),Railroad Type,FCC_VGIN,Notes,EDITOR,State Supported Route,Rail_Active_Status,Former_Rail_Type,Shape__Length
116,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,255.660320936206
117,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,217.837029014405
118,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,151.368696423517
119,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,170.238925728122
120,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,179.95825616276
121,51820,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,760.328839422406
122,51820,No,Yes,No,M,Main Line,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,2076.06928763648
123,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,170.570972213074
124,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,50.477511841433
125,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1027.90775195928
126,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,170.790730496561
127,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,94.325835699838
128,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1099.48744515504
129,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,3267.45837845242
130,51820,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,208.282337552305
131,51790,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,6496.64012454079
132,51790,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,1927.18241210426
133,51790,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,456.711980239945
134,51790,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,5651.61194802778
135,51790,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,1648.61298598954
136,51790,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,540.875356494405
137,51790,No,No,No,M,Main Line,SV,DGVR,N/A,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,706.895854146209
138,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,410.739706554655
139,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,76.4055589319346
140,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,228.439297576433
141,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,236.073338191964
142,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,418.923074079871
143,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,149.222404697918
144,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,217.103241589082
145,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,103.104074594707
146,51015,No,No,Yes,M,Main Line,SV,DGVR,N/A,N/A,MAN,N/A,N/A,N/A,N/A,286000,"19 feet, 4 inches","19 feet, 4 inches","19 feet, 4 inches",Shortline,B1, ,AB,,,Main Line,3584.0132231377
147,51015,No,No,Yes,M,Main Line,SV,DGVR,N/A,N/A,MAN,N/A,N/A,N/A,N/A,286000,"19 feet, 4 inches","19 feet, 4 inches","19 feet, 4 inches",Shortline,B1, ,AB,,,Main Line,2418.83613610493
148,51015,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,452.975845886546
149,51015,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,1337.33020111848
150,51015,No,No,Yes,M,Main Line,SV,DGVR,N/A,N/A,MAN,N/A,N/A,N/A,N/A,286000,"19 feet, 4 inches","19 feet, 4 inches","19 feet, 4 inches",Shortline,B1, ,AB,,,Main Line,33305.5207081284
151,51015,No,No,No,Y,Yard,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,AB,,,Yard,3847.97218051924
152,51015,No,No,Yes,M,Main Line,SV,DGVR,N/A,N/A,MAN,N/A,N/A,N/A,N/A,286000,"19 feet, 4 inches","19 feet, 4 inches","19 feet, 4 inches",Shortline,B1, ,AB,,,Main Line,10934.0208049769
153,51015,No,No,No,S,Passing Siding,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Passing Siding,1288.56107812883
154,51015,No,No,No,S,Passing Siding,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Passing Siding,4141.34751525122
155,51015,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,94949.0517864497
156,51790,No,No,No,O,Spur,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,435.014951461916
157,51099,No,No,No,X,Out of Service,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B1, ,AB,,No,Main Line,10672.84098154
158,51177,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,313.866242465375
159,51015,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,16935.598776629
160,51015,No,No,No,S,Passing Siding,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Passing Siding,5509.09582066318
161,51015,No,No,No,S,Passing Siding,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Passing Siding,1249.81374414234
162,51015,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,12374.814519514
163,51015,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,3987.70202593511
164,51820,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,55.0338466759837
165,51015,No,Yes,No,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,44.3694027274459
166,51017,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,8008.21705008404
167,51017,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,18196.803909154
168,51017,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,2655.82372993964
169,51017,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,26533.3547139341
170,51017,No,No,No,S,Passing Siding,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Passing Siding,4438.74761393572
171,51660,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,263000,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,17427.4542643576
172,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,151.111730991391
173,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,82.0378832927281
174,51660,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,382.772329869188
175,51660,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,390.686180947856
176,51660,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,689.770601026274
177,51660,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,777.542072578891
178,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1738.60303541142
179,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,52.142976877985
180,51660,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,5386.54933826612
181,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,167.101827687429
182,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,206.857600935499
183,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,144.722130082834
184,51660,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO BOWMAN,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,1631.63005158229
185,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,1102.73231403021
186,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,93.776118867068
187,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,255.410399813479
188,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,160.571045199132
189,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,46.0150556370628
190,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,154.685488143353
191,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,236.244175609743
192,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,118.63796391772
193,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,257.411537134296
194,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,148.330165181209
195,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,237.225526128994
196,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,73.687400235189
197,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,67.5342199847259
198,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,207.081182335729
199,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,90.1151250122956
200,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,163.235501365543
201,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,127.579979911614
202,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,271.500549357675
203,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,243.499616707293
204,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,233.208687255402
205,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,189.212326068204
206,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,293.806101166662
207,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,229.520758444397
208,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,256.512110760817
210,51660,No,No,Yes,M,Main Line,NS,CHW,ELKTON TO DAYTON,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,1463.41883690999
211,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,393.780848971505
212,51660,No,No,Yes,M,Main Line,NS,CHW,ELKTON TO DAYTON,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,5970.84458757911
213,51660,No,No,No,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,381.357824695087
214,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,519.025015025926
215,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,520.049315288025
216,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1081.55573128638
217,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,50.1475613834981
218,51165,No,No,Yes,M,Main Line,NS,CHW,CHESAPEAKE WESTERN ELKTON TO DAYTON,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,58856.466871301
219,51660,No,No,Yes,M,Main Line,NS,CHW,ELKTON TO DAYTON,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,249.193276277698
220,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,20.5503029720303
221,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,121.413241461335
222,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,29.5128515431573
223,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,169.360517780004
224,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,178.198831715715
225,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,42.6586540765515
226,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,905.065545277638
227,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,65.0980975888129
228,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,163.023483083072
229,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,113.791035821639
230,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,165.174043795787
231,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,167.759206835872
232,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,91.0285004133722
233,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,104.082881724057
234,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,175.926933073572
235,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,138.577058871231
236,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,151.832417288323
237,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,67.0894866010419
238,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,117.954010988355
239,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,159.331320402013
240,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,75.3367082492956
241,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,163.058768089873
242,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,125.771043003875
243,51660,No,No,No,O,Spur,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,129.750782605381
